modelo,PR_AUC,ROC_AUC,Recall@30,Precision@30,Lift@30,F1@30,Accuracy@30
Logística,0.09738783113224202,0.47663281813368596,0.14802631578947367,0.05463375151760421,0.4933212102494196,0.07981081879988176,0.6219793564055859
Random Forest,0.11316619657256723,0.5222721130971633,0.3333333333333333,0.12302711452853096,1.1108862808579523,0.17972214011232635,0.663023679417122
XGBoost,0.09562463284769089,0.44966936065412744,0.23135964912280702,0.08539053014973695,0.7710427804639076,0.12474135382796335,0.6404371584699453
